county,precinct,number_active_voters_2024,votesBiden_2020,votesJorgensen_2020,votesTrump_2020,average_voter_age,average_voter_income,average_voter_turnout_2022,average_voter_turnout_2020,average_voter_female,average_voter_reg_democrat,average_voter_reg_republican,average_voter_hispanic,average_voter_afam,deb_fischer,dan_osborn,senate_totals,harris_walz,trump_vance,chaseoliver,cornelwest,jillstein,potus_totals
"LANCASTER","6 A-1",932,24,722,167,45.2543,66417.128,.53755367,.68240345,.4549356,.5418455,.1866953,.0482833,.0418455,112,577,689,545,143,4,7,8,707
"LANCASTER","6 D-2",1058,29,695,210,45.6607,60216.455,.50094515,.64933836,.4990548,.4773157,.1833648,.0756144,.0170132,153,578,731,531,175,10,5,6,727
"LANCASTER","6 E-1",1226,13,535,173,50.4617,85544.028,.68026102,.81973898,.5334421,.5163132,.2275693,.0293638,.004894,204,834,1038,768,258,14,3,2,1045
"LANCASTER","6 E-2",1002,22,555,211,49.8263,94183.055,.64970058,.7984032,.496008,.4201597,.2954092,.0409182,.000998,255,587,842,535,286,10,1,3,835
"LANCASTER","7 D-2",907,26,597,208,46.5182,68561.254,.55898565,.70893055,.4873208,.4862183,.2028666,.0871003,.0275634,129,554,683,503,160,7,7,7,684
"LANCASTER","8 C-2",1028,38,587,232,45.3213,59543.642,.4922179,.65758753,.4766537,.442607,.2422179,.077821,.0437743,173,499,672,423,233,11,6,6,679
"LANCASTER","9 A-1",724,14,513,118,47.4061,61867.98,.5732044,.69751382,.4889503,.5165746,.2030387,.0621547,.0345304,108,425,533,396,128,2,5,6,537
"LANCASTER","9 C-1",807,16,599,173,47.1203,74662.778,.59603471,.74473357,.5179678,.5105329,.2007435,.0656753,.0123916,125,512,637,486,147,4,3,6,646
"LANCASTER","9 D-1",772,17,428,121,47.7889,66053.678,.67616582,.79792744,.5103627,.4663212,.2487047,.0414508,.0090674,144,498,642,465,173,12,2,2,654
"LANCASTER","9 E-1",823,17,550,207,50.5383,108324.55,.75577158,.82503039,.5188335,.5164034,.2697448,.0267315,.0085055,168,544,712,525,179,2,3,5,714
"LANCASTER","9 E-2",863,9,612,209,51.0962,115329.62,.7543453,.83082271,.5179606,.4843569,.2607184,.0347625,.0034762,160,604,764,590,171,3,1,1,766
"LANCASTER","9 E-5",821,11,591,174,53.1315,130485.86,.81120586,.87210721,.500609,.5140073,.2764921,.0194884,.0048721,177,549,726,543,169,6,1,0,719
"LANCASTER","9 F-1",843,17,519,274,52.3725,112539.46,.73902726,.85765123,.5065243,.4033215,.3819692,.0237248,.0011862,239,477,716,458,251,5,2,2,718
"LANCASTER","9 F-11",638,12,299,285,49.6646,87313.68,.58307213,.77272725,.5109718,.322884,.4137931,.0188088,.0031348,232,274,506,250,255,3,0,2,510
"LANCASTER","9 F-2",1057,23,545,342,52.9139,85136.091,.6641438,.81173134,.5222327,.4531693,.3273415,.0274361,.0075686,274,632,906,588,318,7,4,1,918
"LANCASTER","9 F-3",823,11,427,342,55.5043,92750.108,.69137305,.82867557,.509113,.3681653,.4301337,.018226,.0024301,283,457,740,403,333,2,1,0,739
"LANCASTER","9 F-4",743,20,390,272,51.934,82568.746,.62314939,.79946166,.5154778,.3647375,.3539704,.0457604,0,238,388,626,348,277,4,2,4,635
"LANCASTER","9 F-9",981,14,285,229,47.1305,80478.172,.53109074,.71865445,.5331295,.3690112,.343527,.0489297,.0091743,287,505,792,439,346,9,7,1,802
"LANCASTER","9 G-1",960,15,414,427,55.7424,151798.39,.73645836,.84270835,.4927083,.26875,.5625,.0145833,.00625,444,413,857,408,428,6,1,0,843
"LANCASTER","9 G-2",760,18,407,263,48.7092,96436.741,.66710526,.80921054,.5210527,.3881579,.3723684,.0394737,.0026316,244,405,649,370,266,5,1,1,643
"LANCASTER","9 G-3",673,14,393,241,57.012,98905.906,.59138185,.80386329,.5646359,.3907875,.3774146,.038633,.0044577,203,382,585,377,199,6,0,3,585
"LANCASTER","9 G-5",930,15,348,305,48.3849,109513.92,.66666669,.82795697,.5053763,.3301075,.4247312,.0451613,.0010753,355,448,803,413,384,5,0,2,804
"LANCASTER","9 G-6",688,10,350,301,53.5058,98805.208,.6511628,.81831396,.5290698,.315407,.4476744,.0348837,0,257,326,583,296,285,2,0,3,586
"LANCASTER","9 G-7",667,13,310,266,54.1049,108169.91,.70464766,.82158923,.5067466,.3673163,.4167916,.0389805,.0029985,224,327,551,294,252,1,0,0,547
"LANCASTER","9 G-8",847,10,420,387,51.5608,130032.34,.72845334,.83707201,.5182999,.3400236,.4545455,.0365998,.0023613,329,415,744,392,344,7,2,1,746
"LANCASTER","9 G-9",707,11,324,314,50.1061,133705.5,.68175387,.82602549,.4978784,.3041018,.4908062,.0226308,0,287,316,603,284,313,6,2,3,608
"LANCASTER","9 H-1",854,5,381,423,57.2056,156559.44,.74473065,.84309131,.5398126,.263466,.559719,.0327869,0,407,354,761,342,404,5,0,5,756
"LANCASTER","9 H-2",809,10,416,346,50.487,112774.81,.67367119,.8380717,.4894932,.3325093,.4227441,.0284302,.0074166,280,430,710,376,315,9,3,3,706
"LANCASTER","9 H-3",856,16,454,335,49.8143,116150.45,.67523366,.80841124,.5081776,.3341121,.4369159,.021028,.0058411,288,457,745,413,322,4,1,0,740
"LANCASTER","9 H-4",777,13,366,379,58.4324,138742.26,.71943372,.83912486,.5546976,.3101673,.4967825,.030888,.001287,344,390,734,362,355,5,3,1,726
"LANCASTER","9 H-5",709,17,363,267,46.7165,114888.27,.64033848,.77150917,.5133991,.3653032,.3850494,.0239774,.0070522,205,382,587,348,234,0,0,4,586
"LANCASTER","9 H-6",813,11,356,393,50.9459,147825.66,.69618696,.81303811,.4846248,.2804428,.501845,.0073801,.00123,350,357,707,338,362,3,1,3,707
"LANCASTER","9 H-7",815,10,401,314,54.2764,111483.09,.62085891,.79386503,.5496932,.3165644,.4858896,.0208589,.006135,307,380,687,370,324,3,1,5,703
"LANCASTER","BUDA",671,8,145,427,50.8644,92819.194,.63785392,.80476898,.4783905,.2101341,.5827124,.0178838,0,367,210,577,141,438,3,2,1,585
"LANCASTER","CENTERVILLE",1056,17,304,650,53.4763,104283.23,.6410985,.81723487,.4895833,.1931818,.6117424,.0208333,0,548,342,890,252,629,6,0,1,888
"LANCASTER","DENTON",1539,19,478,931,53.5978,117033.99,.69590646,.83820665,.4866797,.2196231,.5666017,.0090968,0,814,546,1360,434,910,7,6,3,1360
"LANCASTER","ELK",861,23,240,508,52.0627,106716.32,.71080142,.83972126,.4785134,.2288037,.5563298,.0081301,.0011614,473,290,763,235,535,12,1,4,787
"LANCASTER","GRANT #1",960,10,335,554,53.8969,126478.59,.68229169,.82499999,.484375,.225,.5791667,.015625,0,493,351,844,302,525,4,1,1,833
"LANCASTER","HICKMAN",1791,24,450,883,45.2954,101303.71,.6130653,.76158571,.4924623,.2021217,.5298716,.012842,0,879,655,1534,472,1068,10,4,3,1557
"LANCASTER","NORTH BLUFF",13,3,3,7,59,92957.462,.53846157,.76923078,.6153846,.3846154,.3846154,0,0,6,2,8,1,7,0,0,0,8
"LANCASTER","OAK",813,14,263,470,53.5867,105100.97,.68880689,.84009838,.4895449,.2066421,.5559655,.0159902,0,398,292,690,219,464,2,2,3,690
"LANCASTER","PANAMA",543,9,136,357,51.8766,99556.166,.72744012,.82872927,.4788214,.174954,.6151013,.0184162,0,309,161,470,125,342,1,2,1,471
"LANCASTER","ROCK CREEK",620,17,188,332,51.8032,118904.6,.65483868,.80967742,.4629032,.2387097,.5596774,.0145161,0,300,244,544,177,361,5,0,0,543
"LANCASTER","SALTILLO #1",1419,13,235,491,51.993,142262.02,.67935163,.81888652,.4975335,.1987315,.6004229,.0169133,0,724,486,1210,413,788,10,4,2,1217
"LANCASTER","SOUTH PASS",807,19,204,482,48.4387,110164.15,.64807934,.77695167,.5030979,.1685254,.6146221,.0198265,0,444,266,710,183,507,11,2,1,704
"LANCASTER","STEVENS CREEK",1277,7,161,298,53.9146,136605.95,.68206733,.83085358,.5074393,.1989037,.5857478,.018011,0,678,417,1095,360,715,7,2,4,1088
"LANCASTER","STOCKTON",928,7,162,383,52.9773,145062.3,.67133623,.82866377,.4762931,.1810345,.6443965,.0161638,0,559,277,836,240,594,2,2,2,840
"LANCASTER","WAVERLY NORTH",1417,28,343,701,46.247,91317.919,.53987294,.74876499,.50741,.2335921,.5187015,.0218772,0,638,608,1246,403,836,8,5,6,1258
"LANCASTER","WAVERLY SOUTH",1275,27,390,691,48.1859,107090.34,.58823532,.78666669,.5003921,.2156863,.557647,.0243137,.0007843,659,448,1107,338,785,7,1,4,1135
"LANCASTER","WEST SALT",1041,12,287,590,52.8069,106438.96,.69260329,.83381367,.4975985,.2209414,.5677233,.0115274,.0009606,566,337,903,265,624,7,0,5,901
"LANCASTER","YANKEE HILL EAST",1994,5,153,140,52.6961,137313.69,.67953861,.81745237,.493982,.2392177,.5371113,.0220662,.001003,911,796,1707,681,1011,10,4,7,1713
"LINCOLN","BRADY",645,10,86,471,54.6403,84526.165,.64496124,.772093,.5069767,.124031,.7085271,.0093023,0,377,153,530,87,454,2,1,0,544
"LINCOLN","HALL",1136,15,142,863,55.1849,102280.53,.66549295,.81954223,.493838,.1161972,.7359155,.0123239,0,715,261,976,161,831,10,2,0,1004
"LINCOLN","HERSHEY",1123,14,125,825,52.2079,92488.49,.60106856,.76669633,.4799644,.1175423,.7444345,.0311665,0,730,241,971,125,846,0,1,2,974
"LINCOLN","HINMAN",430,9,50,324,55.9814,84274.45,.62325579,.76976746,.4558139,.1534884,.7255814,.0511628,0,246,88,334,44,287,0,4,0,335
"LINCOLN","MAXWELL",476,7,61,354,52.916,72023.294,.63025212,.78571427,.4768907,.1260504,.6995798,.0420168,0,284,127,411,59,352,3,0,1,415
"LINCOLN","MEDICINE",195,0,12,165,55.7333,84973.904,.61538464,.79487181,.4923077,.0564103,.8358974,.0153846,0,145,20,165,7,161,1,0,0,169
"LINCOLN","OSGOOD",1450,18,194,1057,54.4048,118014.48,.67517239,.80827588,.4862069,.1131034,.7344828,.0172414,0,945,310,1255,200,1059,4,4,3,1270
"LINCOLN","PRECINCT 1",921,14,206,571,51.392,68193.225,.52117264,.68621063,.495114,.2008686,.5667753,.0781759,0,398,322,720,193,529,6,4,5,737
"LINCOLN","PRECINCT 12",910,21,192,409,49.8451,70320.428,.45824176,.64725274,.4857143,.2230769,.4956044,.0857143,.0021978,356,312,668,214,450,7,4,4,679
"LINCOLN","PRECINCT 13",1068,27,265,759,51.7172,54822.961,.45131087,.62078649,.502809,.2209738,.5308989,.0964419,.0018727,389,336,725,176,551,3,5,1,736
"LINCOLN","PRECINCT 15",897,20,108,333,50.6611,55610.836,.46042365,.65440357,.5016723,.2207358,.516165,.1070234,.0022297,363,278,641,180,448,4,6,6,644
"LINCOLN","PRECINCT 16",638,14,115,353,50.8589,59033.901,.4184953,.61912227,.507837,.200627,.5094044,.0956113,.0015674,248,202,450,102,339,2,7,2,452
"LINCOLN","PRECINCT 2",731,10,170,372,52.3023,59980.404,.41450068,.58002734,.5636115,.2010944,.5376197,.0738714,.002736,292,243,535,164,371,3,3,2,543
"LINCOLN","PRECINCT 3",682,15,159,349,49.132,64212.668,.49266863,.66275662,.4956012,.2243402,.5615836,.0630499,.0058651,302,251,553,165,379,7,3,0,554
"LINCOLN","PRECINCT 4",474,10,73,344,53.4852,96617.942,.66033757,.78270042,.4978903,.1350211,.6751055,.0232068,.0021097,278,131,409,76,328,2,1,1,408
"LINCOLN","PRECINCT 5",732,5,79,267,56.42,82410.582,.57786888,.72540987,.5505465,.1939891,.5956284,.0355191,0,336,224,560,142,407,4,1,3,557
"LINCOLN","PRECINCT 7",1055,17,246,693,59.0703,123325.1,.72322273,.80473936,.5440758,.1725118,.678673,.0227488,.0009479,609,271,880,227,641,5,2,0,875
"LINCOLN","PRECINCT 8",1068,22,224,647,55.765,106559.63,.67696631,.73782772,.502809,.1657303,.6928839,.0374532,0,626,290,916,209,700,7,0,2,918
"LINCOLN","PRECINCT 9",1161,14,207,596,53.006,73453.061,.52971578,.72006893,.540913,.1903531,.6141257,.0585702,0,583,365,948,250,704,1,3,3,961
"LINCOLN","SELLERS",729,4,119,529,55.3004,122215.42,.62825787,.79423869,.4759945,.1289438,.7434842,.0150892,.0013717,469,154,623,109,516,3,0,1,629
"LINCOLN","SUTHERLAND",972,15,160,742,54.3251,82714.118,.61625516,.79218107,.5,.1213992,.7119341,.0462963,0,604,250,854,154,692,5,3,1,855
"LINCOLN","WALLACE",359,2,27,292,51.8802,96346.382,.66852367,.81894153,.4763231,.0584958,.816156,.0194986,0,250,64,314,25,288,1,0,0,314
"LOGAN","LOGAN COUNTY",496,5,38,407,54.0828,72429.502,.64919353,.77620965,.4979839,.0665323,.8064516,.0181452,0,356,82,438,25,408,5,0,1,439
"LOUP","SAWYER",483,9,75,370,56.9213,70840.229,.67908901,.84472048,.4596273,.1180124,.8240166,.010352,0,339,92,431,73,354,0,1,0,428
"MADISON","BATTLE CREEK CITY-BC PCT",1039,21,121,771,49.238,92256.53,.62656403,.76419634,.4821944,.0923965,.7449471,.0028874,.0019249,690,224,914,99,816,7,3,2,927
"MADISON","MADISON CITY",924,8,221,427,50.6147,59582.149,.49350649,.60064936,.517316,.2651515,.4945887,.3571429,.0010823,345,249,594,179,427,3,2,4,615
"MADISON","MG-JEFFERSON-GROVE-HIGH",1111,9,91,507,52.1287,78151.101,.5769577,.76057607,.4761476,.1152115,.6894689,.0090009,0,671,234,905,124,788,4,0,1,917
"MADISON","NORFOLK 1-2",1136,25,193,531,55.8767,80011.276,.61619717,.72447181,.5334507,.1883803,.6443662,.040493,.0017606,627,305,932,235,696,13,1,1,946
"MADISON","NORFOLK 1-3",1266,16,208,496,50.8104,60481.112,.51500791,.66508687,.5268562,.1982622,.5418642,.0924171,.0039494,548,400,948,289,658,8,3,0,958
"MADISON","NORFOLK 2-1",1406,19,294,1044,52.9004,132572,.70768136,.78805119,.4900427,.1201991,.715505,.012091,0,915,315,1230,241,994,5,2,1,1243
"MADISON","NORFOLK 2-2",1477,20,237,859,51.6188,108054.25,.68246448,.77251184,.5186188,.1394719,.6912661,.0392688,0,907,364,1271,294,981,7,2,0,1284
"MADISON","NORFOLK 2-3",1404,21,264,851,57.0406,113594.83,.70441598,.79914528,.5306268,.1488604,.695869,.0334758,.0014245,856,371,1227,282,929,11,1,6,1229
"MADISON","NORFOLK 3-1",945,30,213,460,48.9746,60872.209,.46560848,.60634923,.4846561,.2201058,.5047619,.1089947,.0010582,359,309,668,180,481,4,4,2,671
"MADISON","NORFOLK 3-2",981,22,157,420,51.6544,61553.936,.51885831,.6585117,.5076452,.2324159,.5107034,.1223242,.0020387,389,310,699,193,497,13,2,1,706
"MADISON","NORFOLK 3-3",961,16,221,660,60.6768,77014.619,.59625393,.7658689,.5744017,.1602497,.653486,.0551509,0,507,267,774,187,580,7,5,0,779
"MADISON","NORFOLK 4-1",850,25,178,368,49.0835,60103.864,.48705882,.63764703,.4952941,.2364706,.5282353,.1447059,.0011765,357,281,638,186,438,5,5,4,638
"MADISON","NORFOLK 4-2",1082,22,220,630,50.8789,68144.85,.56007391,.72181147,.4990758,.1663586,.6441774,.0794824,.0018484,588,303,891,199,703,5,3,2,912
"MADISON","NORFOLK 4-3",980,18,179,435,49.0541,60778.104,.42755103,.59795916,.4867347,.2173469,.4846939,.1704082,.0020408,314,262,576,154,424,3,4,1,586
"MADISON","SCHOOL-EMERICK-SHELL CRK-NG",675,9,88,458,55.2359,71618.184,.62814814,.79407406,.5155556,.1288889,.7274074,.04,0,430,112,542,71,475,2,1,0,549
"MADISON","UNION-MADISON",505,2,27,218,54.8713,87763.077,.67128712,.81188118,.4712871,.0613861,.8693069,.0138614,0,355,77,432,41,384,4,1,0,430
"MADISON","WARNERVILLE PCT",740,5,34,218,55.6554,84370.512,.5945946,.78648651,.4905405,.1094595,.7040541,.0175676,0,465,147,612,92,518,5,0,0,615
"MCPHERSON","TRYON 01",321,10,17,275,54.81,87726.644,.68847352,.86604363,.5264797,.0654206,.8722742,0,0,237,42,279,12,267,4,0,0,283
"MERRICK","CENTRAL",46,1,6,36,56.6087,81174.435,.67391306,.89130437,.4565217,.1521739,.7173913,.0217391,0,13,3,16,1,15,0,0,0,16
"MERRICK","CHAPMAN",296,11,40,224,56.2736,81280.752,.68243241,.81756759,.4797297,.1385135,.6722973,.027027,0,200,64,264,47,214,3,1,0,265
"MERRICK","CLARKSVILLE EAST",244,3,36,166,55.5246,95246.348,.6885246,.83606559,.4713115,.1393443,.7336066,.0040984,0,175,47,222,31,190,3,0,0,224
"MERRICK","LONE TREE NORTH",231,4,30,175,51.7792,77241.668,.78354979,.85714287,.4805195,.0909091,.8225108,.025974,0,175,35,210,26,180,2,1,0,209
"MERRICK","LONE TREE SOUTH",151,2,15,114,48.4305,101686.62,.68874174,.8807947,.4966888,.0662252,.8410596,.013245,0,123,23,146,22,119,0,1,0,142
"MERRICK","LOUP",473,7,57,301,51.6469,78659.889,.64693445,.75898522,.4841438,.1162791,.744186,.0190275,0,309,94,403,63,343,2,2,0,410
"MERRICK","MEAD",102,1,10,83,55.5,84780.188,.78431374,.89215684,.5,.0490196,.7941176,.0098039,0,74,20,94,13,80,0,0,0,93
"MERRICK","MIDLAND",132,3,21,99,52.5985,78700.55,.72727275,.85606062,.4848485,.1136364,.7575758,.030303,0,88,26,114,17,95,1,0,1,114
"MERRICK","PRAIRIE CREEK",222,6,15,186,55.4144,84003.28,.68018019,.83333331,.5,.0495495,.8243243,.027027,0,174,26,200,18,179,2,1,1,201
"MERRICK","PRAIRIE ISLAND",139,3,16,101,55.4029,111661.01,.66906476,.82733816,.4964029,.0863309,.8129497,.028777,0,64,8,72,8,66,0,0,0,74
"MERRICK","SILVER CREEK",335,3,43,248,53.2597,76710.61,.65074629,.75820893,.4716418,.1462687,.7253731,.0298507,0,229,63,292,33,258,1,1,2,295
"MERRICK","VIEREGG",476,8,107,323,56.208,90810.078,.67647058,.82983196,.4621849,.1659664,.670168,.0294118,0,312,100,412,83,331,3,1,0,418
"MERRICK","WARD 1",850,18,162,596,56.0788,70718.819,.70823532,.83529413,.5458823,.1505882,.6988235,.0235294,0,550,240,790,151,631,5,3,4,794
"MERRICK","WARD 2",931,23,152,647,52.3459,70028.202,.66380239,.7690655,.5037594,.1374866,.7121375,.0300752,.0032223,569,283,852,181,661,5,6,5,858
"MORRILL","BROADWATER",189,6,21,141,55.8571,64764.642,.7248677,.80952382,.5026455,.1111111,.7671958,.042328,0,135,32,167,22,144,2,0,0,168
"MORRILL","EAST BAYARD",606,12,81,464,56.3008,70040.233,.70132011,.76567656,.4818482,.1419142,.7029703,.0891089,0,407,130,537,71,467,5,1,2,546
"MORRILL","HAYNES",64,0,2,54,54.4375,81308.542,.8125,.796875,.515625,.078125,.875,.046875,0,53,8,61,7,57,0,0,0,64
"MORRILL","NORTH CAMP CLARKE",330,2,37,270,55.2,67599.776,.68484849,.80303031,.4818182,.0969697,.7454545,.0727273,0,202,67,269,35,243,3,0,0,281
"MORRILL","REDINGTON",57,0,4,49,57.1404,65614.118,.70175439,.85964912,.3859649,.0701754,.8947368,.0175439,0,43,6,49,4,45,0,1,0,50
"MORRILL","WEST BAYARD",464,10,81,344,52.7694,65414.381,.64224136,.78448278,.5021552,.1530172,.674569,.0991379,0,270,151,421,80,337,6,3,1,427
"MORRILL","WEST CAMP CLARKE",484,13,71,325,54.843,60831.676,.64462811,.74586779,.5061983,.1157025,.7355372,.0991736,0,252,116,368,64,318,3,0,1,386
"NANCE","BEAV,GENOA,CCREEK,PCREEK",393,8,48,287,52.8117,87035.732,.59541982,.78371501,.4580153,.2010178,.6997455,.0330789,0,253,82,335,45,292,3,0,1,341
"NANCE","CEDAR,TCREEK,SBRANCH",224,8,46,158,53.4152,76779.401,.7098214,.8526786,.4598214,.2142857,.6875,.0178571,0,151,52,203,30,162,4,1,2,199
"NANCE","CTNWD,LFERRY,FULL,WNEW,ENEW",338,3,51,207,53.5651,91573.295,.55325443,.77218938,.4674556,.2544379,.6420118,.0059172,0,201,86,287,55,234,4,0,2,295
"NANCE","FULLERTON",702,6,136,445,55.2863,63095.038,.59544158,.72507125,.505698,.2193732,.6353276,.019943,0,351,220,571,137,438,0,0,0,575
"NANCE","GENOA I",538,4,44,162,53.6041,71308.045,.52602232,.71003717,.4832714,.1784387,.6245353,.0390335,.0055762,283,133,416,84,330,2,1,3,420
"NEMAHA","1ST DOUGLAS - GLENROCK",617,9,129,357,53.0925,73255.026,.51701784,.74554294,.5024311,.2009725,.5640194,.0210697,0,278,193,471,145,330,1,0,2,478
"NEMAHA","2ND DOUGLAS",582,16,180,317,54.5395,70459.141,.55154639,.73711342,.5103093,.2113402,.5395189,.0206186,0,243,233,476,151,324,8,1,3,487
"NEMAHA","3RD DOUGLAS",624,8,133,362,52.0144,84417.15,.54166669,.72115386,.5048077,.1746795,.6073718,.0176282,0,297,218,515,151,358,5,3,2,519
"NEMAHA","4TH DOUGLAS",659,7,136,407,53.0561,87696.126,.52048558,.73292869,.5417299,.1820941,.585736,.0227618,0,317,202,519,139,374,4,1,3,521
"NEMAHA","BROWNVILLE",274,2,64,172,57.0182,89773.3,.64963502,.81386864,.4708029,.2408759,.6131387,.0072993,0,148,87,235,67,176,3,2,0,248
"NEMAHA","LAFAYETTE",177,4,33,117,54.5706,76591.977,.64406782,.779661,.5084746,.1525424,.6497175,.0112994,0,104,56,160,32,123,2,1,0,158
"NEMAHA","NEMAHA",181,2,31,113,55.2652,85560.692,.54696131,.72928178,.4696133,.160221,.6740332,.038674,0,100,41,141,24,118,1,0,0,143
"NEMAHA","PERU",308,12,81,186,49.4968,72951.6,.51948053,.74675328,.4805195,.1915584,.5324675,.012987,0,152,108,260,67,189,6,2,0,264
"NEMAHA","WASHINGTON - BENTON",646,14,134,397,53.596,79111.365,.67027861,.79721361,.4752322,.1625387,.6857585,.003096,0,359,212,571,131,429,7,1,2,570
"NUCKOLLS","NELSON",586,8,89,423,56.2935,66115.279,.65870309,.80716723,.5085324,.1399317,.7491468,.0187713,0,340,150,490,94,396,5,2,0,497
"NUCKOLLS","VICTOR",391,9,48,276,54.335,63985.548,.64450127,.7774936,.4961637,.1841432,.6777493,.0102302,0,236,67,303,34,264,5,1,0,304
"OTOE","BERLIN",565,9,124,367,54.4124,94014.083,.63008851,.80353981,.4690265,.1380531,.6778761,.0070796,0,327,157,484,110,364,2,2,3,481
"OTOE","DELAWARE",569,10,107,390,52.0281,115329.24,.60281193,.76625657,.4797891,.1441125,.6502636,.0210896,.0017575,303,168,471,113,357,4,0,2,476
"OTOE","MCWILLIAMS",504,4,84,366,56.4444,93364.74,.61507934,.77380955,.5099207,.1388889,.6746032,.0257937,0,297,134,431,86,352,2,1,2,443
"OTOE","NC11",1503,13,165,341,54.7142,84513.31,.57817698,.74850297,.5123087,.1922821,.6021291,.0365935,.001996,737,494,1231,385,859,5,3,0,1252
"OTOE","NC12",1239,11,128,302,55.9717,77564.6,.56739306,.75060534,.5286521,.2154964,.5754641,.0613398,.0032284,552,432,984,342,654,3,1,4,1004
"OTOE","NC13",1431,13,188,509,52.508,70696.304,.48427674,.69042629,.5108316,.2389937,.4947589,.0600978,0,560,526,1086,337,762,5,5,4,1113
"OTOE","PALMYRA",1289,27,372,700,52.5904,114314.06,.60822344,.82544607,.4965089,.2071373,.5802948,.0108611,.0015516,646,502,1148,370,769,6,3,2,1150
"OTOE","RUSSELL",505,7,157,283,54.1584,98805.108,.63366336,.81386137,.4871287,.2514851,.540594,.0059406,.0039604,254,184,438,147,289,1,0,1,438
"OTOE","SOUTH BRANCH",579,7,173,314,53.9344,91465.487,.60276341,.82728845,.462867,.2003454,.597582,.0138169,0,286,213,499,152,335,2,1,0,490
"OTOE","SYRACUSE",1539,31,424,855,54.7368,90836.941,.58154649,.7966212,.5217674,.1929825,.5763483,.0116959,0,740,574,1314,412,887,13,4,1,1317
"PAWNEE","BURCHARD",224,3,25,176,56.8125,75432.544,.70089287,.78571427,.5,.1696429,.6875,0,0,138,56,194,31,158,0,2,0,191
"PAWNEE","PAWNEE 1",469,9,118,281,56.3625,65310.351,.5970149,.7398721,.5010661,.217484,.5927505,.0149254,0,223,152,375,93,286,2,0,0,381
"PAWNEE","PAWNEE 2",411,12,91,249,58.3333,66796.489,.67153287,.80048662,.5279805,.1946472,.6715329,.0145985,0,201,144,345,87,256,2,1,0,346
"PAWNEE","STEINAUER",264,7,58,188,59.4659,68148.968,.655303,.79545456,.5227273,.2121212,.6969697,.0075758,0,162,67,229,48,181,2,0,0,231
"PAWNEE","TABLE ROCK",255,5,30,177,56.149,67247.894,.63529414,.74117649,.4509804,.1098039,.7450981,.0235294,0,172,53,225,25,204,0,0,1,230
"PERKINS","DISTRICT 1",658,2,60,409,54.0243,88383.115,.64285713,.79635257,.4848024,.1170213,.7644377,.0167173,0,450,119,569,60,507,4,1,0,572
"PERKINS","DISTRICT 2",1044,15,72,449,56.5816,75812.063,.61877394,.78448278,.5191571,.1168582,.75,.0268199,0,637,219,856,127,716,5,1,4,853
"PHELPS","BERTRAND",420,8,51,312,53.9429,66637.774,.59047621,.75238097,.5071428,.0857143,.7904762,.0285714,0,290,72,362,50,317,2,1,0,370
"PHELPS","COTTONWOOD-ANDERSON",148,5,17,123,53.8446,102968.98,.79054052,.87837839,.4594595,.0743243,.8581081,.0135135,0,115,26,141,16,127,2,0,0,145
"PHELPS","DIVIDE-LAKE",339,3,30,257,54.4808,98504.697,.75811207,.82890856,.4896755,.100295,.7964602,.0117994,0,250,60,310,36,276,2,1,1,316
"PHELPS","WARD 1",801,20,115,517,56.2616,73617.187,.55305868,.74032462,.5343321,.144819,.7091136,.0299625,.0012484,469,185,654,117,534,1,2,1,655
"PHELPS","WARD 2",836,10,147,516,50.3122,84084.698,.57655501,.7583732,.5227273,.145933,.6961722,.027512,0,511,226,737,161,573,7,2,1,744
"PHELPS","WARD 3",822,9,140,591,53.9015,80122.368,.57177615,.77128953,.5121654,.1265207,.7055961,.0352798,0,481,200,681,137,540,3,1,1,682
"PHELPS","WARD 4",967,23,141,710,53.2058,81117.627,.57911062,.78697002,.4994829,.1251293,.7145812,.0186143,.0010341,651,196,847,132,702,7,0,2,843
"PHELPS","WESTMARK-CENTER",264,3,16,182,52.8485,98066.424,.81060606,.844697,.4734848,.0681818,.8674242,.030303,0,234,18,252,13,235,2,2,1,253
"PHELPS","WILLIAMSBURG-WESTSIDE",355,3,18,140,52.6113,108158.84,.76901406,.8309859,.4760563,.1098592,.7971831,.0056338,0,279,51,330,37,290,0,0,0,327
"PIERCE","OSMOND",1181,15,97,815,53.1423,87471.524,.61642677,.8120237,.4817951,.084674,.7561389,.0093141,0,788,225,1013,93,918,3,0,5,1019
"PIERCE","PIERCE CITY",1048,12,122,786,52.3906,72360.402,.59446567,.79484731,.5076336,.1125954,.7375954,.014313,.0019084,603,268,871,134,732,9,2,3,880
"PIERCE","PLAINVIEW",876,16,128,628,56.3151,68206.544,.59703195,.76369864,.5251142,.1267123,.7043379,.0068493,.0011416,513,203,716,104,608,2,0,1,715
"PIERCE","SOUTH BRANCH",511,6,42,389,52.3053,93877.483,.6555773,.80039138,.5088063,.0900196,.7906067,.0058708,.0058708,340,104,444,44,396,2,1,0,443
"PLATTE","1A",953,9,220,593,51.1375,92986.566,.5540399,.7597062,.5036726,.2130115,.6222456,.1112277,.003148,556,241,797,184,617,3,0,1,805
"PLATTE","1B",1471,11,115,354,51.741,82468.505,.51801497,.71719921,.4901428,.1978246,.5968729,.1325629,.0006798,748,389,1137,242,889,8,3,1,1143
"PLATTE","1C",664,10,119,387,51.2289,69705.295,.46385542,.69728917,.5135542,.2289157,.5451807,.1566265,0,318,196,514,137,370,1,2,2,512
