name,party,state,incumbent_challenge_full,raised,spent
"NOVAK, CURT",OTH,CA,Challenger,$0 ,$0 
"CORONADO, ALEXANDRIA",REP,CA,Challenger,$0 ,$0 
"WOLMAN, CAROL STONE",GRE,CA,Challenger,$0 ,$0 
"MELTON, JOB EMANUEL",DEM,CA,Challenger,$0 ,$0 
"SHELLEY, SUSAN",REP,CA,Challenger,$0 ,$0 
"LIBERATORE, PHILIP LAURENCE",REP,CA,Challenger,$0 ,$0 
"SCHIPSKE, GERRIE",DEM,CA,Challenger,$0 ,$0 
"AVILA, ROSIE",REP,CA,Challenger,$0 ,$0 
"SCHLAR, ALAN MARK",OTH,CA,Challenger,$0 ,$0 
"ACOSTA, DANTE",REP,CA,Challenger,$0 ,$0 
"HERNANDEZ, JOSE M",DEM,CA,Challenger,$0 ,$0 
"SHEPSTON, RONALD W II",DEM,CA,Challenger,$0 ,$0 
"JACOBSON, JOHN",DEM,CA,Challenger,$0 ,$0 
"FLUTIE, ROBERT A MR",REP,CA,Challenger,$0 ,$0 
"KABAT, RONALD PAUL",NNE,CA,Challenger,$0 ,$0 
"PHILLIPS, TERRY",IND,CA,Challenger,$0 ,$0 
"LUNGREN, DANIEL E.",REP,CA,Challenger,$0 ,$0 
"KALEMKARIAN, TIMOTHY CHARLES",REP,CA,Challenger,$0 ,$0 
"ATTWOOD, TIFFANY",DEM,CA,Challenger,$0 ,$0 
"HUNSICKER, DAVID E",DEM,CA,Challenger,$0 ,$0 
"ROCHA, JORGE",IND,CA,Challenger,$0 ,$0 
"CATANO, JOHN P",REP,CA,Challenger,$0 ,$0 
"HERNANDEZ, JOHN STEPHEN",DEM,CA,Challenger,$0 ,$0 
"CLARKE, BROOKE J",,CA,Challenger,$0 ,$0 
"LARA, FRANK",PAF,CA,Challenger,$0 ,$0 
"BILBRAY, BRIAN PHILLIP",REP,CA,Challenger,$0 ,$0 
"VAN WHY, MEGAN NICHOLE",OTH,CA,Challenger,$0 ,$0 
"NOVINEC, ALBIN DENNIS",NPA,CA,Challenger,$0 ,$0 
"LEE, ODESSIA",DEM,CA,Challenger,$0 ,$0 
"TURNER, TRACY LYNN",IND,CA,Challenger,$0 ,$0 
"THORSSON, ANTHONY JOHN ""DESMOND""",OTH,CA,Challenger,$0 ,$0 
"HUBER, ALYSON",DEM,CA,Challenger,$0 ,$0 
"VIDAK, JAMES ANDREW",REP,CA,Challenger,$0 ,$0 
"ROSENBERGER, JUSTIN LEE",IND,CA,Challenger,$0 ,$0 
"MCLEOD, GLORIA NEGRETE",DEM,CA,Challenger,$0 ,$0 
"CAMPBELL, JOHN BT III",REP,CA,Challenger,$0 ,$0 
"QUINTANAR, SERAFIN",REP,CA,Challenger,$0 ,$0 
"GARCIA, MARK",REP,CA,Challenger,$0 ,$0 
"SCHECHTER, STEVE",DEM,CA,Challenger,$0 ,$0 
"KALBFELD, JONATHAN RYAN",DEM,CA,Challenger,$0 ,$0 
"ARNOLD, KENNETH",DEM,CA,Challenger,$0 ,$0 
"RIGGS, CHRISTOPHER SCOTT",REP,CA,Challenger,$0 ,$0 
"JOY, DAVID LEE",REP,CA,Challenger,$0 ,$0 
"LINNELL, TERRI RUTH",REP,CA,Challenger,$0 ,$0 
"ARRINGTON, RANDALL STEVEN PHD",REP,CA,Challenger,$0 ,$0 
"SAHAGUN, DANIEL",REP,CA,Challenger,$0 ,$0 
"SANDOVAL, JESUS R",DEM,CA,Challenger,$0 ,$0 
"DAVIES, CURTIS R",REP,CA,Challenger,$0 ,$0 
"CAFFREY, ANDREW AUGUSTINE IV",DEM,CA,Challenger,$0 ,$0 
"CUSHING, WILLIAM  (BILL) P",LIB,CA,Challenger,$0 ,$0 
"AANESTAD, SAMUEL",REP,CA,Challenger,$0 ,$0 
"DAVIDSON, JOHN",REP,CA,Challenger,$0 ,$0 
"REED SR., MARK STEVEN SR.",REP,CA,Challenger,$0 ,$0 
"FRASER, CHIP",DEM,CA,Challenger,$0 ,$0 
"DARIAN, BRUCE HARRY",FED,CA,Challenger,$0 ,$0 
"WILLIAMSON, MICHAEL DALE",DEM,CA,Challenger,$0 ,$0 
"POUGNET, STEPHEN P",DEM,CA,Challenger,$0 ,$0 
"SHARP, ANDREW JAMES",REP,CA,Challenger,$0 ,$0 
"SMITH, STEPHEN CARLTON",REP,CA,Challenger,$0 ,$0 
"COYNE, PAUL H JR",DEM,CA,Challenger,$0 ,$0 
"MATHEWS, E. PETER",DEM,CA,Challenger,$0 ,$0 
"BURNS, DAVID",DEM,CA,Challenger,$0 ,$0 
"VAUGHN, ROBERT WILLIAM",REP,CA,Challenger,$0 ,$0 
"PETERSON, DAVID",DEM,CA,Challenger,$0 ,$0 
"KIMBER, JAMES HARVEY",DEM,CA,Challenger,$0 ,$0 
"FAVIS, STEVE DONALD",IND,CA,Challenger,$0 ,$0 
"CHANDLER, WILLIAM THARON",IND,CA,Challenger,$0 ,$0 
"STOKES, STEVE",IND,CA,Challenger,$0 ,$0 
"ANDERSON, PETER O",DEM,CA,Challenger,$0 ,$0 
"LEWIS, JERRY",REP,CA,Challenger,$0 ,$0 
"CHAVEZ- O'CHOA, BRIAN",REP,CA,Challenger,$0 ,$0 
"BIEDERMANN, DINA LOUISE",REP,CA,Challenger,$0 ,$0 
"BONO MACK, MARY",REP,CA,Challenger,$0 ,$0 
"MCCONNELL, CAMDEN",LIB,CA,Challenger,$0 ,$0 
"HARDING, JOSEPH MICHAEL",W,CA,Challenger,$0 ,$0 
"RAND, ROBERT GUY",NNE,CA,Challenger,$0 ,$0 
"HARTER, RYAN",IND,CA,Challenger,$0 ,$0 
"HAGER, JOHN VICTOR",IND,CA,Challenger,$0 ,$0 
"THAYNE, DAVID CRUZ",DEM,CA,Challenger,$0 ,$0 
"EVANS, MERVIN LEON",DEM,CA,Challenger,$0 ,$0 
"KMIEC, DOUGLAS W",IND,CA,Challenger,$0 ,$0 
"PACKARD, RONALD C",REP,CA,Challenger,$0 ,$0 
"MUNZING, MICHAEL ANDREW",REP,CA,Challenger,$0 ,$0 
"WORMAN, JENNY",REP,CA,Challenger,$0 ,$0 
"ST JOHN, RONALD R",REP,CA,Challenger,$0 ,$0 
"BROWN, ROBERT",NNE,CA,Challenger,$0 ,$0 
"DIBS, NICHOLAS (NICK)",IND,CA,Challenger,$0 ,$0 
"GILCHRIST, JAMES W",CST,CA,Challenger,$0 ,$0 
"COTTON, STANLEY S",DEM,CA,Challenger,$0 ,$0 
"MOORE, JOHNNY",DEM,CA,Challenger,$0 ,$0 
"MEADE, STEPHEN",REP,CA,Challenger,$0 ,$0 
"LEE, JOHNNY",REP,CA,Challenger,$0 ,$0 
"COLLETT, STEPHEN (STEVE)",LIB,CA,Challenger,$0 ,$0 
"LITCHMAN, MARC",DEM,CA,Challenger,$0 ,$0 
"VALDEZ, RICHARD",DEM,CA,Challenger,$0 ,$0 
"UPPAL, JACK",DEM,CA,Challenger,$0 ,$0 
"MILLER, GEORGE",DEM,CA,Challenger,$0 ,$0 
"WRIGHT, CATHIE",REP,CA,Challenger,$0 ,$0 
"BERA, AMERISH",DEM,CA,Incumbent,"$4,172,935.83 ","$4,192,531.21 "
"DESAULNIER, MARK",DEM,CA,Incumbent,"$629,490.86 ","$425,816.84 "
"GARAMENDI, JOHN",DEM,CA,Incumbent,"$1,145,846.45 ","$879,539.66 "
"HONDA, MIKE",DEM,CA,Incumbent,"$2,996,005.94 ","$2,984,634.37 "
"DENHAM, JEFF",REP,CA,Incumbent,"$3,345,326.67 ","$4,183,054.63 "
"SCHIFF, ADAM",DEM,CA,Incumbent,"$975,256.29 ","$973,437.67 "
"CHU, JUDY",DEM,CA,Incumbent,"$1,185,705.39 ","$821,116.26 "
"BASS, KAREN",DEM,CA,Incumbent,"$648,452.40 ","$679,228.98 "
"ISSA, DARRELL ",REP,CA,Incumbent,"$2,890,440.52 ","$6,311,313.06 "
"DAVIS, SUSAN",DEM,CA,Incumbent,"$485,051.35 ","$470,870.68 "
"LOWENTHAL, ALAN",DEM,CA,Incumbent,"$730,648.41 ","$590,221.68 "
"BROWNLEY, JULIA",DEM,CA,Incumbent,"$3,397,538.71 ","$2,023,025.27 "
"LAMALFA, DOUG",REP,CA,Incumbent,"$800,277.02 ","$808,869.52 "
"HUFFMAN, JARED",DEM,CA,Incumbent,"$973,816.67 ","$757,560.62 "
"COOK, PAUL",REP,CA,Incumbent,"$944,657.62 ","$909,665.99 "
"SWALWELL, ERIC MICHAEL",DEM,CA,Incumbent,"$1,986,833.43 ","$1,370,215.24 "
"VALADAO, DAVID",REP,CA,Incumbent,"$2,783,958.76 ","$2,822,073.40 "
"CARDENAS, TONY",DEM,CA,Incumbent,"$1,705,480.77 ","$1,615,771.97 "
"BECERRA, XAVIER",DEM,CA,Incumbent,"$1,867,773.33 ","$1,668,558.97 "
"AGUILAR, PETE",DEM,CA,Incumbent,"$2,954,535.72 ","$2,011,901.87 "
"ROYBAL-ALLARD, LUCILLE",DEM,CA,Incumbent,"$656,653.58 ","$613,085.03 "
"RUIZ, RAUL DR.",DEM,CA,Incumbent,"$3,219,813.81 ","$2,603,224.23 "
"CALVERT, KEN",REP,CA,Incumbent,"$1,452,907.26 ","$1,276,116.53 "
"SANCHEZ, LINDA",DEM,CA,Incumbent,"$1,480,952.91 ","$1,501,063.31 "
"TAKANO, MARK",DEM,CA,Incumbent,"$1,075,393.13 ","$999,113.21 "
"VARGAS, JUAN C.",DEM,CA,Incumbent,"$1,138,131.37 ","$1,069,031.38 "
"PETERS, SCOTT",DEM,CA,Incumbent,"$3,604,614.70 ","$2,600,005.82 "
"MCNERNEY, JERRY",DEM,CA,Incumbent,"$1,217,897.40 ","$1,154,434.25 "
"LOFGREN, ZOE",DEM,CA,Incumbent,"$1,381,139.75 ","$1,157,330.99 "
"FARR, SAM",DEM,CA,Incumbent,"$212,350.88 ","$291,048.45 "
"COSTA, JIM MR.",DEM,CA,Incumbent,"$1,759,404.40 ","$1,760,735.77 "
"WATERS, MAXINE MS",DEM,CA,Incumbent,"$954,948.76 ","$1,050,764.92 "
"KNIGHT, STEVE",REP,CA,Incumbent,"$1,712,195.09 ","$1,679,628.36 "
"LIEU, TED",DEM,CA,Incumbent,"$2,066,220.28 ","$1,116,571.91 "
"TORRES, NORMA",DEM,CA,Incumbent,"$608,052.90 ","$443,521.07 "
"WALTERS, MIMI",REP,CA,Incumbent,"$1,977,608.50 ","$1,690,947.44 "
"MATSUI, DORIS",DEM,CA,Incumbent,"$1,103,289.27 ","$1,003,549.57 "
"MCCARTHY, KEVIN",REP,CA,Incumbent,"$7,824,640.59 ","$8,161,454.49 "
"SHERMAN, BRAD",DEM,CA,Incumbent,"$1,663,502.31 ","$523,951.14 "
"ROYCE, ED MR.",REP,CA,Incumbent,"$4,456,337.02 ","$3,663,387.68 "
"SANCHEZ, LORETTA",DEM,CA,Incumbent,"$797,210.41 ","$1,170,556.02 "
"THOMPSON, MIKE MR.",DEM,CA,Incumbent,"$2,057,128.82 ","$2,015,932.06 "
"MCCLINTOCK, THOMAS",REP,CA,Incumbent,"$1,058,570.56 ","$1,000,517.91 "
"PELOSI, NANCY",DEM,CA,Incumbent,"$4,416,893.49 ","$3,577,235.57 "
"LEE, BARBARA",DEM,CA,Incumbent,"$1,328,822.47 ","$1,374,381.11 "
"ESHOO, ANNA G.",DEM,CA,Incumbent,"$1,375,000.13 ","$1,315,754.03 "
"SPEIER, JACKIE",DEM,CA,Incumbent,"$874,657.21 ","$609,007.10 "
"NUNES, DEVIN G",REP,CA,Incumbent,"$2,463,359.88 ","$1,372,432.87 "
"CAPPS, LOIS G",DEM,CA,Incumbent,"$71,293.21 ","$195,657.92 "
"NAPOLITANO, GRACE",DEM,CA,Incumbent,"$748,105.98 ","$855,099.07 "
"HAHN, JANICE",DEM,CA,Incumbent,"$11,425.19 ","$56,450.15 "
"ROHRABACHER, DANA",REP,CA,Incumbent,"$887,923.35 ","$659,108.23 "
"HUNTER, DUNCAN D.",REP,CA,Incumbent,"$1,203,940.64 ","$936,452.99 "
"LAWSON, STACEY",DEM,CA,Open seat,"$110,632.19 ","$110,632.19 "
"ROGERS, LEE C.",DEM,CA,Open seat,$0 ,$0 
"STRICKLAND, ANTHONY A",REP,CA,Open seat,"$6,249.08 ","$28,550.51 "
"DAVID, CHRISTOPHER",IND,CA,Open seat,$0 ,$0 
"BLOOMFIELD, BILL",IND,CA,Open seat,"$18,326.97 ","$25,205.00 "
"HALL, ISADORE III",DEM,CA,Open seat,"$1,881,384.39 ","$1,941,619.49 "
"FAREED, JUSTIN",REP,CA,Open seat,"$2,353,070.71 ","$2,295,813.98 "
"ISAKSON, STEVE WESLEY PHD",NNE,CA,Open seat,"$52,593.59 ","$52,593.59 "
"REYES, ELOISE GOMEZ",DEM,CA,Open seat,$0 ,$0 
"GOOCH, LESLI E MCCOLLUM",REP,CA,Open seat,$84.03 ,"$6,088.00 "
"WILLIAMSON, MARIANNE",NNE,CA,Open seat,"$259,633.13 ","$260,493.62 "
"GREUEL, WENDY J",DEM,CA,Open seat,"$11,361.64 ","$22,624.41 "
"MULVANEY, BARBARA",DEM,CA,Open seat,$0 ,$0 
"CARR, ELAN S.",REP,CA,Open seat,"$1,107.54 ","$5,668.07 "
"KANUTH, DAVID",DEM,CA,Open seat,$0 ,"$7,430.47 "
"MILLER, MATTHEW LOUIS",DEM,CA,Open seat,$604.43 ,"$4,373.64 "
"GAGNIER, CHRISTINA",DEM,CA,Open seat,$0 ,$0 
"LUCIUS, CASEY",REP,CA,Open seat,"$420,766.94 ","$418,826.39 "
"PANETTA, JAMES VARNI",DEM,CA,Open seat,"$1,417,975.94 ","$1,056,631.20 "
"OSTRANDER, WILLIAM",DEM,CA,Open seat,"$76,326.00 ","$76,326.00 "
"ACHADJIAN, KHATCHIK",REP,CA,Open seat,"$893,210.30 ","$893,200.30 "
"CARBAJAL, SALUD",DEM,CA,Open seat,"$3,172,597.42 ","$3,120,305.56 "
"SCHNEIDER, HELENE",DEM,CA,Open seat,"$667,766.05 ","$667,766.05 "
"KOKKONEN, MATT",REP,CA,Open seat,"$220,343.98 ","$220,343.98 "
"BACA, JOE",DEM,CA,Open seat,$0 ,"$5,119.20 "
"BARRAGAN, NANETTE",DEM,CA,Open seat,"$1,910,135.24 ","$1,896,569.59 "
"MUSANTE, MARCUS",DEM,CA,Open seat,"$47,739.00 ","$39,054.94 "
"CASTILLO, CHRISTOPHER",REP,CA,Open seat,"$8,840.00 ","$8,840.00 "
"NAVARRO, OMAR",REP,CA,Open seat,"$2,846.00 ","$3,196.12 "
"SCHOTT, LYNN",REP,CA,Open seat,"$143,586.35 ","$143,586.35 "
"CORREA, JOSE LUIS (LOU) MR.",DEM,CA,Open seat,"$951,732.66 ","$918,038.25 "
"SANCHEZ, HEBERTO M",DEM,CA,Open seat,"$3,318.96 ","$3,318.96 "
"BRANDMAN, JORDAN",DEM,CA,Open seat,"$121,807.39 ","$121,957.39 "
"NGUYEN, BAO QUOC",DEM,CA,Open seat,"$281,524.40 ","$273,993.85 "
"DUNN, JOSEPH",DEM,CA,Open seat,"$427,488.35 ","$427,372.64 "
"PETERSON, BOB",REP,CA,Open seat,"$30,975.00 ","$29,167.64 "
"BOWEN, DEBRA",DEM,CA,Open seat,$0 ,$0 
"MONTOYA, LUIS",REP,CA,Open seat,$0 ,$0 
"SCHMERLING, EDWARD ",REP,CA,Open seat,$0 ,$0 
"PUENTES, JORGE RICARDO JR",DEM,CA,Open seat,$0 ,$0 
"SUDDUTH, CHERYL",DEM,CA,Open seat,$0 ,$0 
"GIONIS, XANTHI",REP,CA,Open seat,$0 ,$0 
"SCARBOROUGH, LARRY DEAN",REP,CA,Open seat,$0 ,$0 
"GILANI, LILY",REP,CA,Open seat,$0 ,$0 
"KANALEY, JOHN M",REP,CA,Open seat,$0 ,$0 
"SMITT, ERIK",REP,CA,Open seat,$0 ,$0 
"LAW, JAMES",DEM,CA,Open seat,$0 ,$0 
"QUANG, TUE PHAN",REP,CA,Open seat,$0 ,$0 
"CONTRERAS, MARK ANTHONY",DEM,CA,Open seat,$0 ,$0 
"MOORLACH, JOHN",REP,CA,Open seat,$0 ,$0 
"COURTNEY, WILLIAM L",DEM,CA,Open seat,$0 ,$0 
"BRUCE, DAVID KOSTER",LIB,CA,Open seat,$0 ,$0 
"FLAHERTY, VINCE",DEM,CA,Open seat,$0 ,$0 
"KILPATRICK, ROBERT DONALD",REP,CA,Open seat,$0 ,$0 
"TILLMAN, DANNY",DEM,CA,Open seat,$0 ,$0 
"HOLMES, KRISTIE",DEM,CA,Open seat,$0 ,$0 
"CLOWARD, JEREMY",GRE,CA,Open seat,$0 ,$0 
"SHAPIRO, MICHAEL",DEM,CA,Open seat,$0 ,$0 
"PETERSEN, MATT",DEM,CA,Open seat,$0 ,$0 
"DAYSOG, TONY",DEM,CA,Open seat,$0 ,$0 
"CEDILLO, GILBERT",DEM,CA,Open seat,$0 ,$0 
"FULLER-KENDALL, VIRGINIA",OTH,CA,Open seat,$0 ,$0 
"MONTANO, MARIA E",REP,CA,Open seat,$0 ,$0 
"DEGROOT, BENJAMIN",IND,CA,Open seat,$0 ,$0 
"BROOKS, JOHN L II",DEM,CA,Open seat,$0 ,$0 
"VANGUNDY, GINO",UNK,CA,Open seat,$0 ,$0 
"HANEY, PERRY",DEM,CO,Challenger,"$1,001,000.00 ","$1,001,160.65 "
"CASIDA, TISHA TRINETTE",UNK,CO,Challenger,$0 ,$0 
"BLAHA, ROBERT B",REP,CO,Challenger,$0 ,$0 
"LEING, GEORGE",REP,CO,Challenger,$0 ,$0 
"COMER, ROBERT D",REP,CO,Challenger,$0 ,$0 
"SHELDON, STEPHEN MARC",DEM,CO,Challenger,"$18,450.00 ","$18,443.00 "
"YTTERBERG, DONALD G W",REP,CO,Challenger,$850.00 ,"$1,606.62 "
"STOKHAM, CHARLES WESLEY (CASPER)",REP,CO,Challenger,"$61,218.73 ","$60,692.41 "
"MORSE, NICHOLAS GRANT MR.",REP,CO,Challenger,"$167,116.24 ","$167,116.24 "
"SCHWARTZ, GAIL SHERIDAN MS.",DEM,CO,Challenger,"$1,704,795.54 ","$1,685,037.24 "
"SEAY, BOB",DEM,CO,Challenger,"$73,843.36 ","$73,644.44 "
"PLOWRIGHT, MISTY",DEM,CO,Challenger,"$14,542.37 ","$13,779.54 "
"VARGAS, CALANDRA",REP,CO,Challenger,"$21,810.52 ","$21,810.52 "
"NORRIS, CHARLES H",DEM,CO,Challenger,"$14,275.59 ","$17,745.94 "
"CARROLL, MORGAN",DEM,CO,Challenger,"$3,158,135.43 ","$3,132,175.95 "
"BRADELL, KYLE",REP,CO,Challenger,"$1,858.90 ","$1,858.90 "
"BAKER, BRUCE",REP,CO,Challenger,"$1,050.00 ","$1,050.00 "
"ATHANASOPOULOS, GEORGE MR.",REP,CO,Challenger,"$54,353.60 ","$51,319.76 "
"LAEKE, ABEL GEBRE",DEM,CO,Challenger,$0 ,$0 
"WALSH, MARTIN H",REP,CO,Challenger,$0 ,$0 
"UDALL, MARK E.",DEM,CO,Challenger,$0 ,$0 
"REED, DALE F",UNK,CO,Challenger,$0 ,$0 
"PIRTLE, JAMES C",LIB,CO,Challenger,$0 ,$0 
"SHEELY, MICHEL L",REP,CO,Challenger,$0 ,$0 
"TAPIA, ABEL J",DEM,CO,Challenger,$0 ,$0 
"STYSKAL, CHRISTOPHER THOMAS",CST,CO,Challenger,$0 ,$0 
"STANDLEY, KELLY D",REP,CO,Challenger,$0 ,$0 
"MCMILLAN, JAIME",UNK,CO,Challenger,$0 ,$0 
"EVANS III, ROBERT EUGENE",DEM,CO,Challenger,$0 ,$0 
"SUMMEY, LESLIE ANNETTE",DEM,CO,Challenger,$0 ,$0 
"MCFADYEN, LIANE FAY ""BUFFIE""",DEM,CO,Challenger,$0 ,$0 
"ANDERSON, DAVID C",NNE,CO,Challenger,$0 ,$0 
"ROMANOFF, ANDREW",DEM,CO,Challenger,$0 ,$0 
"HALTER, IRVING LESLIE JR",DEM,CO,Challenger,$0 ,$0 
"LUCERO, THOMAS JOSEPH",REP,CO,Challenger,$0 ,$0 
"KENT, GAYLON",LIB,CO,Challenger,$0 ,$0 
"COX, DAVID LAWRENCE",REP,CO,Challenger,$0 ,$0 
"BLACKBURN, SPENCER LOGAN",NNE,CO,Challenger,$0 ,$0 
"DEGRAFFENRIED, JOHN TAYLOR",IND,CO,Challenger,$0 ,$0 
"GARDNER, CORY",REP,CO,Challenger,$0 ,$0 
"CHILDS, STEVEN LEE",GRE,CO,Challenger,$0 ,$0 
"BUCK, KENNETH R",REP,CO,Incumbent,"$1,020,222.48 ","$759,701.80 "
"DEGETTE, DIANA L.",DEM,CO,Incumbent,"$1,256,204.07 ","$1,176,316.68 "
"TIPTON, SCOTT R.",REP,CO,Incumbent,"$1,970,816.16 ","$2,042,118.59 "
"LAMBORN, DOUGLAS",REP,CO,Incumbent,"$590,783.39 ","$340,108.97 "
"PERLMUTTER, EDWIN G",DEM,CO,Incumbent,"$1,907,702.23 ","$1,738,254.37 "
"POLIS, JARED",DEM,CO,Incumbent,"$1,389,071.30 ","$1,331,751.71 "
"COFFMAN, MIKE REP.",REP,CO,Incumbent,"$3,568,845.95 ","$3,574,756.56 "
"DOHERTY, GRANT",UNK,CO,Open seat,$0 ,$0 
"RENFROE, SCOTT WINSTON",REP,CO,Open seat,"$252,584.96 ","$264,921.37 "
"KIRKMEYER, BARBARA",REP,CO,Open seat,$0 ,$0 
"ARMSTRONG, WILLIAM L III",REP,CO,Open seat,$0 ,"$1,229.19 "
"HARVEY, TED",REP,CO,Open seat,$0 ,$0 
"MEYERS, VICTOR S",DEM,CO,Open seat,$0 ,$0 
"CHAPIN, DAN",DEM,CO,Open seat,$0 ,$0 
"CASTELLANES, PEPITO L",REP,CO,Open seat,$0 ,$0 
"NOVAK, DARIA IRENE",REP,CT,Challenger,"$51,167.66 ","$50,797.88 "
"LABRIOLA, JERRY JR.",REP,CT,Challenger,$0 ,$0 
"DEBICELLA, DAN",REP,CT,Challenger,"$1,599.60 ","$20,186.95 "
"GREENBERG, MARK",REP,CT,Challenger,"$113,208.76 ","$113,815.44 "
"COREY, MATTHEW M MR",REP,CT,Challenger,"$18,490.31 ","$21,169.79 "
"EVANS, EVAN A",REP,CT,Challenger,$0 ,$283.38 
"BROWN, JAMES E",REP,CT,Challenger,$0 ,"$1,871.00 "
"FARRELL, DIANE GOSS",DEM,CT,Challenger,$0 ,$848.33 
"SHABAN, JOHN T",REP,CT,Challenger,"$154,620.31 ","$161,189.52 "
"HIGBLE, CARLTON MILO IV",REP,CT,Challenger,$0 ,"$6,306.78 "
"MALONEY, JAMES H",DEM,CT,Challenger,$0 ,$0 
"LILIENTHAL, SAL STEPHEN ROSS",REP,CT,Challenger,$0 ,$0 
"BROOKES, ANN E",REP,CT,Challenger,"$12,125.00 ","$11,843.47 "
"MAXWELL, MATTHEW",REP,CT,Challenger,"$15,782.00 ","$11,625.00 "
"COPE, CLAY",REP,CT,Challenger,"$109,862.67 ","$98,931.97 "
"STEVENS, WILLIAM MARK",REP,CT,Challenger,"$7,000.00 ","$7,278.00 "
"VISCONTI, JOSEPH B",REP,CT,Challenger,$0 ,$0 
"DESHEFY, GREGORY SCOTT",GRE,CT,Challenger,$0 ,$0 
"CAPPIELLO, DAVID J",REP,CT,Challenger,$0 ,$0 
"PACKARD, STEPHEN M",UNK,CT,Challenger,$0 ,$0 
"DUFFEE, RICHARD Z",GRE,CT,Challenger,$0 ,$0 
"WINN, THOMAS LINTON",IND,CT,Challenger,$0 ,$0 
"CHENEY, JEFFREY M",REP,CT,Challenger,$0 ,$0 
"CAVANAGH, LORI HOPKINS",REP,CT,Challenger,$0 ,$0 
"BURBANK, HAROLD",IND,CT,Challenger,$0 ,$0 
"FOURNIER, STEPHEN E D",GRE,CT,Challenger,$0 ,$0 
"BENTIVEGNA, JOE",REP,CT,Challenger,$0 ,$0 
"TORRES, ENRIQUE RAUL",REP,CT,Challenger,$0 ,$0 
"HERRMANN, THOMAS A",REP,CT,Challenger,$0 ,$0 
"MERKLE, ROBERT",REP,CT,Challenger,$0 ,$0 
"DELARUO, ROSA L",DEM,CT,Incumbent,"$1,146,729.78 ","$1,150,878.91 "
"COURTNEY, JOSEPH D",DEM,CT,Incumbent,"$1,202,548.39 ","$1,154,847.28 "
"ESTY, ELIZABETH",DEM,CT,Incumbent,"$1,989,108.93 ","$1,447,329.34 "
"LARSON, JOHN B",DEM,CT,Incumbent,"$1,624,955.00 ","$1,615,369.72 "
"HIMES, JIM",DEM,CT,Incumbent,"$2,167,398.67 ","$1,144,648.03 "
"BERNIER, JUSTIN",REP,CT,Open seat,$87.12 ,$300.00 
"ROBERTI, DANIEL FRANCIS",DEM,CT,Open seat,"$27,210.00 ","$29,515.21 "
"WILSON-FOLEY, LISA A",REP,CT,Open seat,$0 ,"$6,063.39 "
"DONOVAN, CHRISTOPHER G",DEM,CT,Open seat,"$24,355.00 ","$24,700.25 "
"RIMENSNYDER, NELSON FREDERICK",REP,DC,Challenger,$0 ,$619.73 
"MISCUK, ANDY",DEM,DC,Challenger,$0 ,$0 
"CARPIO, MONICA DALILA",IND,DC,Challenger,$0 ,$0 
"MALONE, JOAN F M",REP,DC,Challenger,$0 ,$0 
"LEE, MICHAEL AGUSTUS (MATTHEW) ",DEM,DC,Challenger,$0 ,$0 
"NORTON, ELEANOR HOLMES",DEM,DC,Incumbent,"$385,250.00 ","$466,613.21 "
"KOVACH, THOMAS H",REP,DE,Challenger,$0 ,$0 
"CHERRICKS, LIZA DAWN",IND,DE,Challenger,$0 ,$0 
"CARNEY, JOHN",DEM,DE,Incumbent,"$286,362.67 ","$577,299.96 "
"IZZO, ROSE",REP,DE,Open seat,"$24,348.00 ","$24,344.82 "
"SHORT, BRYON HALL",DEM,DE,Open seat,"$235,976.85 ","$211,570.77 "
"ROCHESTER, LISA BLUNT",DEM,DE,Open seat,"$1,576,041.65 ","$1,451,279.77 "
"REIGLE, HANS",REP,DE,Open seat,"$221,665.50 ","$221,665.50 "
"TOWNSEND, BRYAN",DEM,DE,Open seat,"$784,904.31 ","$780,472.93 "
"BARNEY, SEAN",DEM,DE,Open seat,"$771,856.03 ","$771,778.45 "
"CAMPBELL, DOUGLAS ALLEN JR",CON,DE,Open seat,$0 ,$0 
"URQUHART, GLEN",REP,DE,Open seat,$0 ,$0 
"LAWSON, ALFRED JR",DEM,FL,Challenger,"$444,464.07 ","$395,395.74 "
"SOUTHERLAND, WILLIAM STEVE II",REP,FL,Challenger,"$5,900.84 ","$77,639.89 "
"BLACK, DEAN A",REP,FL,Challenger,$0 ,$0 
"YOST, MICHAEL F ''MIKE'' F.",REP,FL,Challenger,$0 ,$0 
"KELLER, RICHARD ANTHONY",REP,FL,Challenger,"$23,350.00 ","$23,350.00 "
"BUNTYN, TONY",REP,FL,Challenger,$0 ,$0 
"ROBERTS, SHANNON",DEM,FL,Challenger,$0 ,$350.00 
"HARRINGTON, KAREN",REP,FL,Challenger,$0 ,"$36,459.97 "
"ADAMS, SANDY",REP,FL,Challenger,"$180,743.11 ","$266,700.85 "
"RUIZ, NICHOLAS III",DEM,FL,Challenger,$0 ,$0 
"RIVERA, DAVID",REP,FL,Challenger,$0 ,$176.32 
"KREEGEL, PAIGE VANIER",REP,FL,Challenger,$0 ,$7.19 
"DEMINGS, VALDEZ VAL",DEM,FL,Challenger,"$165,168.08 ","$14,388.35 "
"NIEVES, MIGUEL A",NNE,FL,Challenger,$0 ,$0 
"OTERO, EVELIO",REP,FL,Challenger,$0 ,$0 
"SCHNEIDER, JAN",DEM,FL,Challenger,"$70,872.65 ","$55,021.43 "
